"label"	"exists"	"bytes"	"token"	"count"	"path"
"smoke_route_audit"	"YES"	"2939"	"BLOCKED_FOR_CAUSAL_CLAIM"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"YES"	"2939"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"YES"	"2939"	"SCIENTIFIC_PRIMARY_REAL"	"10"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"YES"	"2939"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"YES"	"2939"	"extrapolated_from_anchors"	"4"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"YES"	"2939"	"missing_flag"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\smoke_route_audit.tsv"
"scientific_gate"	"YES"	"5030"	"NO-GO_SCIENTIFIC_THRESHOLD"	"4"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"SMOKE_ROUTE_BLOCKED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"BLOCKED_FOR_CAUSAL_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"extrapolated_from_anchors"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"YES"	"5030"	"missing_flag"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\qa\scientific_validation_gate.tsv"
"runtime_scientific_decision"	"YES"	"783"	"NO-GO_SCIENTIFIC_THRESHOLD"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"SMOKE_ROUTE_BLOCKED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"BLOCKED_FOR_CAUSAL_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"extrapolated_from_anchors"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"YES"	"783"	"missing_flag"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"oc09_nuts3"	"YES"	"15708"	"NO-GO_SCIENTIFIC_THRESHOLD"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"SMOKE_ROUTE_BLOCKED"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"BLOCKED_FOR_CAUSAL_CLAIM"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"extrapolated_from_anchors"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"YES"	"15708"	"missing_flag"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_municipio"	"YES"	"192323"	"NO-GO_SCIENTIFIC_THRESHOLD"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"SMOKE_ROUTE_BLOCKED"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"BLOCKED_FOR_CAUSAL_CLAIM"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"extrapolated_from_anchors"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"YES"	"192323"	"missing_flag"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
