"label"	"token"	"count"	"path"
"smoke_route_audit"	"BLOCKED_DECODER_REQUIRED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"NO-GO_SCIENTIFIC_THRESHOLD"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"SMOKE_ROUTE_BLOCKED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"BLOCKED_FOR_CAUSAL_CLAIM"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"smoke_route_audit"	"10D8M"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\smoke_route_audit.tsv"
"scientific_gate"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"v0_gfas_era5_real"	"2"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"required_decoder"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"BLOCKED_DECODER_REQUIRED"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"NO-GO_SCIENTIFIC_THRESHOLD"	"4"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"SMOKE_ROUTE_BLOCKED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"BLOCKED_FOR_CAUSAL_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"scientific_gate"	"10D8M"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\qa\scientific_validation_gate.tsv"
"runtime_scientific_decision"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"v0_gfas_era5_real"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"required_decoder"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"BLOCKED_DECODER_REQUIRED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"NO-GO_SCIENTIFIC_THRESHOLD"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"SMOKE_ROUTE_BLOCKED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"BLOCKED_FOR_CAUSAL_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"1"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"runtime_scientific_decision"	"10D8M"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\deliverables_step9\runtime_scientific_closure_decision.md"
"oc09_nuts3"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"v0_gfas_era5_real"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"required_decoder"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"BLOCKED_DECODER_REQUIRED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"NO-GO_SCIENTIFIC_THRESHOLD"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"SMOKE_ROUTE_BLOCKED"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"BLOCKED_FOR_CAUSAL_CLAIM"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"26"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_nuts3"	"10D8M"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_NUTS3.csv"
"oc09_municipio"	"SCIENTIFIC_PRIMARY_REAL"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"GFAS + ERA5 detected and decoder is available"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"v0_gfas_era5_real"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"required_decoder"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"BLOCKED_DECODER_REQUIRED"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"NO-GO_SCIENTIFIC_THRESHOLD"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"SMOKE_ROUTE_BLOCKED"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"BLOCKED_FOR_CAUSAL_CLAIM"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"BLOCKED_SPATIAL_SMOKE_CLAIM"	"278"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
"oc09_municipio"	"10D8M"	"0"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D8O_POST_PATCH_RECHECK_20260601_001746\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"
