"file"	"line"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"32"	"""AQ_EEA_PORTUGAL_E_REPORTING_ANCHOR"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"49"	"""CAUSAL_MATRIX_DRIVER_BLOCK_RULE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"173"	"""BLOCKED_SPATIAL_SMOKE_CLAIM"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"248"	"""BLOCKED_SPATIAL_SMOKE_CLAIM"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"306"	"def evaluate_causal_matrix(causal_csv: Path) -> Tuple[str, str, Dict[str, int]]:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"307"	"metrics = {""rows"": 0, ""rows_hold"": 0, ""rows_missing_components"": 0, ""rows_threshold_blocked"": 0, ""has_threshold_gate_status"": 0}"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"309"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""causal_matrix_IECH_NUTS3.csv missing"", metrics"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"313"	"return ""BLOCKED_FOR_REQUIRED_VARIABLE"", ""causal_matrix_IECH_NUTS3.csv empty"", metrics"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"320"	"if (r.get(""qa_flag"") or """").strip().upper() == ""HOLD"":"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"322"	"if (r.get(""missing_components"") or """").strip() != """":"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"323"	"metrics[""rows_missing_components""] += 1"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"327"	"if metrics[""rows_hold""] > 0 or metrics[""rows_missing_components""] > 0 or metrics[""rows_threshold_blocked""] > 0:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"328"	"return ""BLOCKED_FOR_CAUSAL_CLAIM"", ""Causal matrix has unresolved HOLD/missing/block rows"", metrics"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"338"	"""BLOCKED_SPATIAL_SMOKE_CLAIM"": [r""smoke hotspot"", r""spatially differentiated smoke exposure"", r""most exposed by smoke""],"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"341"	"""BLOCKED_FOR_CAUSAL_CLAIM"": [r""\bcauses\b"", r""\bdrives\b"", r""\bexplains\b""],"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"373"	"causal_csv = output_root / ""brief"" / ""causal_matrix"" / ""causal_matrix_IECH_NUTS3.csv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"452"	"""NO-GO_SCIENTIFIC_THRESHOLD"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"468"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if route_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"484"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if smoke_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"500"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if health_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"516"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if pop_cancel_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"532"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if warning_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"548"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if iech_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"551"	"causal_status, causal_obs, causal_metrics = evaluate_causal_matrix(causal_csv)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"556"	"""qa_flag, missing_components, threshold_gate_status"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"564"	"""NO-GO_SCIENTIFIC_THRESHOLD"" if causal_status.startswith(""BLOCKED"") else ""NONE"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"575"	"add_evidence(""causal_matrix_csv"", causal_csv)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"626"	"qa_dir / ""causal_matrix_scientific_gate_audit.tsv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"630"	"[""rows_hold"", causal_metrics.get(""rows_hold"", 0), ""BLOCKED"" if causal_metrics.get(""rows_hold"", 0) > 0 else ""PASS"", ""qa_flag HOLD rows""],"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"632"	"""rows_missing_components"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"633"	"causal_metrics.get(""rows_missing_components"", 0),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"634"	"""BLOCKED"" if causal_metrics.get(""rows_missing_components"", 0) > 0 else ""PASS"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"635"	"""rows with non-empty missing_components"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"690"	"if ""NO-GO_SCIENTIFIC_THRESHOLD"" in scientific_effects:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"691"	"scientific_decision = ""NO-GO_SCIENTIFIC_THRESHOLD"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"718"	"""- causal_matrix_scientific_gate_audit.tsv generated"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\scientific_threshold_gate.py"	"725"	"# Decision may be NO-GO_SCIENTIFIC_THRESHOLD while operational closure remains analyzable."
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"19"	"Path(""brief/causal_matrix/causal_matrix_IECH_NUTS3.csv""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"20"	"Path(""brief/causal_matrix/causal_matrix_IECH_NUTS3.json""),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"193"	"causal_csv = output_root / ""brief/causal_matrix/causal_matrix_IECH_NUTS3.csv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"194"	"causal_json = output_root / ""brief/causal_matrix/causal_matrix_IECH_NUTS3.json"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"202"	"notes.append(""causal_matrix_IECH_NUTS3.csv has 0 rows"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"204"	"any_missing_components = any((r.get(""missing_components"") or """").strip() not in ("""", ""[]"", ""none"", ""None"") for r in crows)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"205"	"if any_missing_components:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"207"	"notes.append(""causal_matrix missing_components indicates unresolved components"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"286"	"# GO_WITH_PEER_REVIEWED_PROXY_PROTOCOL | GO_WITH_PORTUGUESE_AQ_ANCHORED_PROXY_PROTOCOL | NO-GO_SCIENTIFIC_THRESHOLD"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"305"	"if ""NO-GO_SCIENTIFIC_THRESHOLD"" in sci_upper or ""NO_GO_SCIENTIFIC_THRESHOLD"" in sci_upper:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"307"	"notes.append(""scientific threshold gate reports NO-GO_SCIENTIFIC_THRESHOLD"")"
